Country;Year;Satisfaction;Vote;Age;Education;Community;Post_Stratification_Weight
HU;2008;NA;Fidesz;26;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;5;Other;74;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;4;Other;54;Upper secondary education completed (ISCED 3);A big city;0,060147944
HU;2008;2;Other;59;Lower secondary education completed (ISCED 2);A big city;0,054842975
HU;2008;5;Other;68;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;3;Other;27;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;2;Other;22;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;3;Other;48;Upper secondary education completed (ISCED 3);A big city;0,060147944
HU;2008;4;Other;52;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;2;Other;62;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;3;Fidesz;43;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;4;Other;36;Tertiary education completed (ISCED 5-6);A big city;0,073901064
HU;2008;2;Other;80;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;2;Other;34;Tertiary education completed (ISCED 5-6);A big city;0,060230665
HU;2008;1;Other;76;Lower secondary education completed (ISCED 2);A big city;0,054842975
HU;2008;4;Other;63;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,069131747
HU;2008;0;Other;45;Tertiary education completed (ISCED 5-6);A big city;0,073901064
HU;2008;2;Fidesz;36;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,060147944
HU;2008;2;Other;67;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,046503534
HU;2008;5;Other;72;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;2;Fidesz;56;Lower secondary education completed (ISCED 2);A big city;0,054842975
HU;2008;0;Fidesz;78;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;1;Fidesz;81;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;0;Other;61;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;2;Other;23;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;3;Other;44;Lower secondary education completed (ISCED 2);A big city;0,058158333
HU;2008;1;Other;57;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;NA;Other;35;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,072221279
HU;2008;1;Other;36;Tertiary education completed (ISCED 5-6);A big city;0,073901064
HU;2008;0;Other;42;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,060147944
HU;2008;5;Other;78;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;4;Other;49;Post-secondary non-tertiary education completed (ISCED 4);Suburbs or outskirts of big city;0,063302336
HU;2008;0;Other;64;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;0;Fidesz;63;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;6;Other;73;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;0;Other;22;Lower secondary education completed (ISCED 2);A big city;0,056031085
HU;2008;0;Other;27;Tertiary education completed (ISCED 5-6);A big city;0,091726378
HU;2008;1;Other;55;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;5;Other;43;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;1;Other;24;Upper secondary education completed (ISCED 3);A big city;0,079622005
HU;2008;4;Other;70;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;NA;Other;18;Lower secondary education completed (ISCED 2);A big city;0,061307877
HU;2008;2;Fidesz;80;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;2;Other;65;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;3;Other;84;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;1;Other;88;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;6;Other;33;Tertiary education completed (ISCED 5-6);A big city;0,091726378
HU;2008;3;Fidesz;34;Tertiary education completed (ISCED 5-6);A big city;0,060230665
HU;2008;10;Other;26;Upper secondary education completed (ISCED 3);A big city;0,079622005
HU;2008;5;Fidesz;76;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;3;Other;69;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;5;Other;54;Tertiary education completed (ISCED 5-6);A big city;0,059769288
HU;2008;3;Fidesz;43;Tertiary education completed (ISCED 5-6);A big city;0,059769288
HU;2008;1;Other;62;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;5;Other;19;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;0;Other;36;Tertiary education completed (ISCED 5-6);A big city;0,059769288
HU;2008;0;Other;62;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;2;Other;50;Tertiary education completed (ISCED 5-6);A big city;0,073901064
HU;2008;1;Fidesz;36;Upper secondary education completed (ISCED 3);A big city;0,060147944
HU;2008;2;Other;56;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;2;Other;26;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;5;Other;71;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;0;Other;55;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;NA;Other;62;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;0;Fidesz;75;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;2;Other;30;Tertiary education completed (ISCED 5-6);A big city;0,060230665
HU;2008;NA;Other;29;Lower secondary education completed (ISCED 2);A big city;0,061307877
HU;2008;0;Fidesz;56;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,069131747
HU;2008;2;Other;39;Lower secondary education completed (ISCED 2);A big city;0,072221279
HU;2008;4;Other;72;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;2;Other;21;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;3;Other;79;Less than lower secondary education (ISCED 0-1);A big city;0,054842975
HU;2008;6;Other;42;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;4;Other;73;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;1;Other;91;Less than lower secondary education (ISCED 0-1);A big city;0,071718919
HU;2008;4;Other;34;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,079328572
HU;2008;0;Other;51;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;1;Other;62;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;3;Other;34;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;0;Other;66;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;0;Other;33;Tertiary education completed (ISCED 5-6);A big city;0,091726378
HU;2008;2;Other;55;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;0;Fidesz;41;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,073901064
HU;2008;0;Other;46;Upper secondary education completed (ISCED 3);A big city;0,060147944
HU;2008;1;Other;27;Lower secondary education completed (ISCED 2);A big city;0,056031085
HU;2008;0;Other;31;Tertiary education completed (ISCED 5-6);A big city;0,060230665
HU;2008;0;Fidesz;63;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;10;Other;79;Lower secondary education completed (ISCED 2);A big city;0,054842975
HU;2008;2;Fidesz;37;Tertiary education completed (ISCED 5-6);A big city;0,073901064
HU;2008;0;Other;53;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;3;Fidesz;74;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;1;Other;63;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;1;Other;58;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;0;Other;67;Lower secondary education completed (ISCED 2);A big city;0,071718919
HU;2008;0;Fidesz;36;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;0;Other;57;Lower secondary education completed (ISCED 2);A big city;0,071718919
HU;2008;0;Fidesz;32;Lower secondary education completed (ISCED 2);A big city;0,061307877
HU;2008;2;Other;27;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,079328572
HU;2008;0;Other;18;Lower secondary education completed (ISCED 2);A big city;0,061307877
HU;2008;3;Other;81;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;0;Fidesz;55;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;0;Other;46;Lower secondary education completed (ISCED 2);A big city;0,072221279
HU;2008;1;Other;19;Lower secondary education completed (ISCED 2);A big city;0,056031085
HU;2008;5;Other;62;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;0;Other;30;Upper secondary education completed (ISCED 3);A big city;0,079622005
HU;2008;2;Other;24;Tertiary education completed (ISCED 5-6);Town or small city;0,091726378
HU;2008;4;Other;16;Lower secondary education completed (ISCED 2);A big city;0,061307877
HU;2008;6;Other;68;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,071718919
HU;2008;1;Other;21;Post-secondary non-tertiary education completed (ISCED 4);Suburbs or outskirts of big city;0,079328572
HU;2008;4;Other;31;Tertiary education completed (ISCED 5-6);Town or small city;0,060230665
HU;2008;0;Other;74;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,054842975
HU;2008;3;Other;33;Upper secondary education completed (ISCED 3);A big city;0,079622005
HU;2008;2;Other;36;Tertiary education completed (ISCED 5-6);A big city;0,059769288
HU;2008;NA;Other;66;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;2;Other;45;Upper secondary education completed (ISCED 3);A big city;0,060147944
HU;2008;1;Other;30;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;0;Other;54;Lower secondary education completed (ISCED 2);A big city;0,072221279
HU;2008;5;Other;19;Lower secondary education completed (ISCED 2);A big city;0,061307877
HU;2008;2;Fidesz;26;Tertiary education completed (ISCED 5-6);A big city;0,060230665
HU;2008;1;Fidesz;55;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;4;Other;76;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;0;Fidesz;65;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;0;Other;55;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;1;Other;66;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;3;Fidesz;45;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,072221279
HU;2008;3;Other;48;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;1;Other;28;Tertiary education completed (ISCED 5-6);A big city;0,060230665
HU;2008;2;Fidesz;75;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,054842975
HU;2008;2;Fidesz;72;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;0;Other;72;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,054842975
HU;2008;2;Other;21;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,079328572
HU;2008;0;Other;37;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,060147944
HU;2008;1;Other;29;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,079328572
HU;2008;8;Other;64;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,054842975
HU;2008;1;Fidesz;86;Less than lower secondary education (ISCED 0-1);Suburbs or outskirts of big city;0,071718919
HU;2008;5;Other;25;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;7;Other;34;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,056031085
HU;2008;1;Fidesz;63;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,069131747
HU;2008;0;Other;44;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,073901064
HU;2008;2;Other;30;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,060230665
HU;2008;1;Other;20;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,079622005
HU;2008;0;Other;19;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,056031085
HU;2008;2;Other;60;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,069131747
HU;2008;2;Other;73;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,046503534
HU;2008;0;Fidesz;29;Post-secondary non-tertiary education completed (ISCED 4);Suburbs or outskirts of big city;0,079622005
HU;2008;4;Other;36;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;0;Other;53;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,073901064
HU;2008;0;Fidesz;79;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,05846439
HU;2008;0;Other;54;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,059769288
HU;2008;2;Other;54;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,063302336
HU;2010;5;Fidesz;57;Post-secondary non-tertiary education completed (ISCED 4);Country village;0,746774688
HU;2010;NA;Other;17;Lower secondary education completed (ISCED 2);Country village;1,409842738
HU;2010;4;Fidesz;40;Tertiary education completed (ISCED 5-6);Country village;0,833273212
